RECORDING_SESSION_LABEL	TRIAL_INDEX	DATA_FILE	EYE_REPORTED	EYE_TRACKED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_LAUNCH_X	IA_FIRST_RUN_LAUNCH_Y	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_21	IA_FSA_COUNT_22	IA_FSA_COUNT_23	IA_FSA_COUNT_24	IA_FSA_DURATION_21	IA_FSA_DURATION_22	IA_FSA_DURATION_23	IA_FSA_DURATION_24	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_LAUNCH_X	IA_LAST_RUN_LAUNCH_Y	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_LAUNCH_X	IA_SECOND_RUN_LAUNCH_Y	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_LAUNCH_X	IA_THIRD_RUN_LAUNCH_Y	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	SAMPLING_RATE	TIME_SCALE	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	actor	bg_code	bg_name	block	calibration	condition	frame_rate	object	object_outcome	object_pos	object_pos_outcome	outcome	position	session	session_type	split_by	subject	subject_session	test_phase	trial_overall	trial_w_session	video_file_cue	video_file_outcome
Kalea_1	4	Kalea_1.edf	RIGHT	Right	actor	122500.00	2564.40	1075	168	0.0116	false	.	168	4	24	[24]	3	558	1	1106.90	837.30	0	168	725	0.0625	1	321.90	285.90	499.10	636.50	558	11.06	-22.38	557	3	507	0.0625	1	0	0	0	0	0	0	0	0	.	22	.	lower_object	168	1	558	1106.90	837.30	168	725	0.0625	1	321.90	285.90	499.10	636.50	558	11.06	-22.38	557	3	507	785	0	0	2564.40	2564.40	.	1	1	0	0	0	0	168	1135	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	168	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 24, 22, 0, 24, 0, 24, 23, 24, 23, 0, 24]	true	491274	1	first_video	true	475388	Fixations	1000.00	IP Relative	14462.00	16	4	Trial: 4	460614	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	4	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Kalea_1	4	Kalea_1.edf	RIGHT	Right	actor	418000.00	3783.43	1080	768	0.0531	false	.	173	10	24	[24, 22]	8	7656	2	1266.30	527.60	0	617	8414	0.1250	2	16.30	1053.10	196.90	658.80	7656	17.76	9.23	7655	9	7550	0.1875	3	0	0	1	1	0	0	444	2869	.	23	.	actor_right	151	2	11630	1470.90	521.40	151	11780	0.0625	1	220.90	843.50	406.50	432.10	11630	17.01	-7.64	11629	12	11350	1250	0	0	4167.80	3224.30	.	1	2	0	0	0	0	617	1800	2	444	1	7971	1268.80	953.20	151	11780	0.0625	1	220.90	843.50	406.50	432.10	11630	617	1	.	.	151	2	11630	1470.90	521.40	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 24, 22, 0, 24, 0, 24, 23, 24, 23, 0, 24]	true	491274	1	first_video	true	475388	Fixations	1000.00	IP Relative	14462.00	16	4	Trial: 4	460614	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	4	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Kalea_1	4	Kalea_1.edf	RIGHT	Right	actor	418000.00	3874.00	1080	5114	0.3536	false	.	156	3	.	.	2	351	0	499.10	636.50	1	156	506	0.0625	1	379.10	-1069.40	1189.40	882.60	351	11.64	154.73	350	2	292	0.3750	6	0	1	2	1	0	168	324	585	.	24	.	actor_left	585	5	15301	634.90	741.60	950	15886	0.1250	2	78.10	-1044.90	1164.90	776.40	14874	7.52	1.33	15300	15	15239	120	0	0	4510.40	2928.00	.	0	0	1	3	1	3	6050	670	5	440	2	2382	405.30	515.80	440	2821	0.0625	1	285.30	-1071.80	1191.80	908.90	2382	5114	0	.	.	699	3	6851	196.90	658.80	699	7549	0.0625	1	76.90	-878.00	998.00	503.80	6851	320	RECTANGLE	[0, 24, 22, 0, 24, 0, 24, 23, 24, 23, 0, 24]	true	491274	1	first_video	true	475388	Fixations	1000.00	IP Relative	14462.00	16	4	Trial: 4	460614	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	4	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Kalea_1	4	Kalea_1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[23, 0, 23]	true	510347	2	outcome_video	true	495641	Fixations	1000.00	IP Relative	14534.00	3	4	Trial: 4	460614	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	4	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Kalea_1	4	Kalea_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[23, 0, 23]	true	510347	2	outcome_video	true	495641	Fixations	1000.00	IP Relative	14534.00	3	4	Trial: 4	460614	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	4	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Kalea_1	4	Kalea_1.edf	RIGHT	Right	actor	418000.00	3998.20	1080	9964	0.6856	false	.	961	1	.	.	1	0	0	1747.70	505.40	1	961	960	0.3333	1	497.70	.	.	.	0	.	.	.	.	.	0.6667	2	0	0	0	0	0	0	0	0	.	23	.	actor_right	9003	2	5703	1686.70	555.70	9003	14706	0.3333	1	436.70	-1451.80	2701.80	404.20	5703	13.01	-168.37	5702	2	5610	1250	0	0	4553.50	3442.90	.	0	0	0	0	0	0	9964	1800	2	9003	2	5703	1686.70	555.70	9003	14706	0.3333	1	436.70	-1451.80	2701.80	404.20	5703	9964	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[23, 0, 23]	true	510347	2	outcome_video	true	495641	Fixations	1000.00	IP Relative	14534.00	3	4	Trial: 4	460614	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	4	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Kalea_1	4	Kalea_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[23, 0, 23]	true	510347	2	outcome_video	true	495641	Fixations	1000.00	IP Relative	14534.00	3	4	Trial: 4	460614	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	4	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 23, 24, 0, 23, 0, 23]	true	535048	1	first_video	true	519168	Fixations	1000.00	IP Relative	14614.00	9	4	Trial: 5	516419	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 23, 24, 0, 23, 0, 23]	true	535048	1	first_video	true	519168	Fixations	1000.00	IP Relative	14614.00	9	4	Trial: 5	516419	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	418000.00	3839.90	1080	10360	0.7089	false	.	1891	2	.	.	2	367	0	1699.30	464.00	1	1891	2257	0.1111	1	449.30	467.30	782.70	546.50	367	16.61	10.59	366	1	305	0.4444	4	0	0	1	1	0	0	3328	231	.	23	.	actor_right	3328	3	12552	1792.60	395.60	7420	15880	0.2222	2	536.00	-681.50	1931.50	327.10	8403	0.16	167.09	12551	8	12495	1250	0	0	4173.10	3328.10	.	0	0	0	0	0	0	1891	1800	3	1049	2	3654	1667.80	595.70	1049	4702	0.1111	1	417.80	2313.80	-1063.80	461.30	3654	1891	0	231	.	4092	3	8403	1786.00	386.10	7420	15880	0.2222	2	536.00	-681.50	1931.50	327.10	8403	320	RECTANGLE	[0, 23, 24, 0, 23, 0, 23]	true	535048	1	first_video	true	519168	Fixations	1000.00	IP Relative	14614.00	9	4	Trial: 5	516419	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	418000.00	3745.40	1080	231	0.0158	false	.	231	3	23	[23]	3	2403	1	272.60	640.50	1	231	2633	0.1111	1	152.60	-1579.30	1699.30	464.00	2403	22.79	-169.63	2402	2	2258	0.1111	1	0	0	0	0	0	0	0	0	.	24	.	actor_left	231	1	2403	272.60	640.50	231	2633	0.1111	1	152.60	-1579.30	1699.30	464.00	2403	22.79	-169.63	2402	2	2258	120	1	1	3745.40	3745.40	.	0	0	0	0	0	0	8700	670	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	231	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 23, 24, 0, 23, 0, 23]	true	535048	1	first_video	true	519168	Fixations	1000.00	IP Relative	14614.00	9	4	Trial: 5	516419	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[23, 0, 23, 0, 23]	true	554127	2	outcome_video	true	539415	Fixations	1000.00	IP Relative	13965.00	6	4	Trial: 5	516419	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[23, 0, 23, 0, 23]	true	554127	2	outcome_video	true	539415	Fixations	1000.00	IP Relative	13965.00	6	4	Trial: 5	516419	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	418000.00	3952.73	1080	8636	0.6184	false	.	7363	1	.	.	1	0	0	1751.80	451.30	1	7363	7362	0.1667	1	501.80	.	.	.	0	.	.	.	.	.	0.5000	3	0	0	0	0	0	0	0	0	.	23	.	actor_right	142	3	14570	1426.40	663.60	142	14712	0.1667	1	176.40	-1091.30	2341.30	414.50	14570	14.48	-152.48	14569	5	14348	1250	0	0	4025.70	3849.60	.	0	0	0	0	0	0	8636	1800	3	1131	2	8375	1797.10	619.70	1131	9505	0.1667	1	547.10	-1223.10	2473.10	426.20	8375	8636	0	.	.	142	3	14570	1426.40	663.60	142	14712	0.1667	1	176.40	-1091.30	2341.30	414.50	14570	320	RECTANGLE	[23, 0, 23, 0, 23]	true	554127	2	outcome_video	true	539415	Fixations	1000.00	IP Relative	13965.00	6	4	Trial: 5	516419	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_1	5	Kalea_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[23, 0, 23, 0, 23]	true	554127	2	outcome_video	true	539415	Fixations	1000.00	IP Relative	13965.00	6	4	Trial: 5	516419	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_1	5	False	A2	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-16	OBJ-16	down	down	NO	right	1	1	[1, 1, 1, 1, 1]	subj.18	subj.18_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Kalea_2	1	Kalea_2.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 23, 0, 23, 24, 0]	true	5782600	1	first_video	true	5766704	Fixations	1000.00	IP Relative	14556.00	10	4	Trial: 1	5724484	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_2	1	False	A1	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-6	OBJ-6	up	down	LOCATION	right	2	2	[1, 1, 1, 0, 0]	subj.18	subj.18_2	FIRST-TEST	4	1	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-6.mp4	OUTCOME_OBJ-6_UNTEN.mp4
Kalea_2	1	Kalea_2.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 23, 0, 23, 24, 0]	true	5782600	1	first_video	true	5766704	Fixations	1000.00	IP Relative	14556.00	10	4	Trial: 1	5724484	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Kalea_2	1	False	A1	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-6	OBJ-6	up	down	LOCATION	right	2	2	[1, 1, 1, 0, 0]	subj.18	subj.18_2	FIRST-TEST	4	1	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-6.mp4	OUTCOME_OBJ-6_UNTEN.mp4
